"","Logistic Regression Accuracy","Random Forest Accuracy","SVM Accuracy","Gradient Boosting Accuracy","KNN Accuracy"
"1",0.779220779220779,0.772727272727273,0.779220779220779,0.785714285714286,0.714285714285714
"2",0.818181818181818,0.824675324675325,0.831168831168831,0.805194805194805,0.733766233766234
"3",0.772727272727273,0.74025974025974,0.785714285714286,0.766233766233766,0.733766233766234
"4",0.798701298701299,0.727272727272727,0.772727272727273,0.753246753246753,0.733766233766234
"5",0.779220779220779,0.798701298701299,0.798701298701299,0.779220779220779,0.733766233766234
"6",0.837662337662338,0.844155844155844,0.831168831168831,0.837662337662338,0.733766233766234
"7",0.746753246753247,0.720779220779221,0.753246753246753,0.753246753246753,0.694805194805195
"8",0.785714285714286,0.792207792207792,0.785714285714286,0.772727272727273,0.733766233766234
"9",0.772727272727273,0.746753246753247,0.766233766233766,0.75974025974026,0.701298701298701
"10",0.785714285714286,0.798701298701299,0.746753246753247,0.772727272727273,0.701298701298701
"11",0.766233766233766,0.779220779220779,0.779220779220779,0.792207792207792,0.688311688311688
"12",0.785714285714286,0.746753246753247,0.798701298701299,0.75974025974026,0.727272727272727
"13",0.837662337662338,0.831168831168831,0.850649350649351,0.850649350649351,0.818181818181818
"14",0.727272727272727,0.727272727272727,0.707792207792208,0.733766233766234,0.662337662337662
"15",0.805194805194805,0.779220779220779,0.798701298701299,0.785714285714286,0.720779220779221
"16",0.753246753246753,0.75974025974026,0.779220779220779,0.75974025974026,0.727272727272727
"17",0.792207792207792,0.818181818181818,0.772727272727273,0.824675324675325,0.74025974025974
"18",0.753246753246753,0.701298701298701,0.753246753246753,0.746753246753247,0.74025974025974
"19",0.766233766233766,0.779220779220779,0.74025974025974,0.785714285714286,0.720779220779221
"20",0.779220779220779,0.818181818181818,0.792207792207792,0.792207792207792,0.766233766233766
"21",0.766233766233766,0.792207792207792,0.753246753246753,0.75974025974026,0.746753246753247
"22",0.779220779220779,0.746753246753247,0.714285714285714,0.772727272727273,0.688311688311688
"23",0.746753246753247,0.785714285714286,0.785714285714286,0.766233766233766,0.746753246753247
"24",0.785714285714286,0.75974025974026,0.766233766233766,0.753246753246753,0.714285714285714
"25",0.772727272727273,0.733766233766234,0.772727272727273,0.766233766233766,0.746753246753247
"26",0.753246753246753,0.753246753246753,0.772727272727273,0.772727272727273,0.681818181818182
"27",0.798701298701299,0.785714285714286,0.792207792207792,0.785714285714286,0.707792207792208
"28",0.772727272727273,0.772727272727273,0.779220779220779,0.766233766233766,0.779220779220779
"29",0.785714285714286,0.766233766233766,0.785714285714286,0.75974025974026,0.74025974025974
"30",0.792207792207792,0.798701298701299,0.785714285714286,0.805194805194805,0.727272727272727
"31",0.824675324675325,0.798701298701299,0.837662337662338,0.818181818181818,0.766233766233766
"32",0.720779220779221,0.727272727272727,0.746753246753247,0.733766233766234,0.681818181818182
"33",0.720779220779221,0.733766233766234,0.74025974025974,0.714285714285714,0.714285714285714
"34",0.753246753246753,0.746753246753247,0.74025974025974,0.75974025974026,0.675324675324675
"35",0.75974025974026,0.805194805194805,0.772727272727273,0.785714285714286,0.694805194805195
"36",0.733766233766234,0.753246753246753,0.766233766233766,0.75974025974026,0.675324675324675
"37",0.798701298701299,0.811688311688312,0.792207792207792,0.766233766233766,0.733766233766234
"38",0.727272727272727,0.694805194805195,0.75974025974026,0.714285714285714,0.75974025974026
"39",0.805194805194805,0.772727272727273,0.811688311688312,0.792207792207792,0.75974025974026
"40",0.792207792207792,0.779220779220779,0.792207792207792,0.772727272727273,0.746753246753247
"41",0.753246753246753,0.753246753246753,0.779220779220779,0.75974025974026,0.779220779220779
"42",0.811688311688312,0.798701298701299,0.818181818181818,0.792207792207792,0.694805194805195
"43",0.701298701298701,0.694805194805195,0.733766233766234,0.746753246753247,0.688311688311688
"44",0.727272727272727,0.701298701298701,0.720779220779221,0.681818181818182,0.688311688311688
"45",0.785714285714286,0.753246753246753,0.798701298701299,0.772727272727273,0.74025974025974
"46",0.831168831168831,0.818181818181818,0.792207792207792,0.798701298701299,0.720779220779221
"47",0.779220779220779,0.733766233766234,0.746753246753247,0.75974025974026,0.714285714285714
"48",0.779220779220779,0.772727272727273,0.766233766233766,0.727272727272727,0.688311688311688
"49",0.701298701298701,0.720779220779221,0.714285714285714,0.694805194805195,0.649350649350649
"50",0.746753246753247,0.720779220779221,0.74025974025974,0.707792207792208,0.720779220779221
"51",0.779220779220779,0.772727272727273,0.785714285714286,0.766233766233766,0.720779220779221
"52",0.733766233766234,0.746753246753247,0.746753246753247,0.727272727272727,0.707792207792208
"53",0.766233766233766,0.766233766233766,0.74025974025974,0.733766233766234,0.720779220779221
"54",0.805194805194805,0.792207792207792,0.824675324675325,0.818181818181818,0.720779220779221
"55",0.766233766233766,0.779220779220779,0.766233766233766,0.766233766233766,0.701298701298701
"56",0.772727272727273,0.746753246753247,0.779220779220779,0.753246753246753,0.714285714285714
"57",0.75974025974026,0.753246753246753,0.75974025974026,0.746753246753247,0.746753246753247
"58",0.766233766233766,0.753246753246753,0.772727272727273,0.746753246753247,0.675324675324675
"59",0.779220779220779,0.805194805194805,0.792207792207792,0.785714285714286,0.714285714285714
"60",0.766233766233766,0.785714285714286,0.766233766233766,0.785714285714286,0.688311688311688
"61",0.779220779220779,0.74025974025974,0.766233766233766,0.75974025974026,0.74025974025974
"62",0.75974025974026,0.772727272727273,0.766233766233766,0.766233766233766,0.753246753246753
"63",0.792207792207792,0.753246753246753,0.824675324675325,0.785714285714286,0.714285714285714
"64",0.75974025974026,0.74025974025974,0.785714285714286,0.74025974025974,0.733766233766234
"65",0.766233766233766,0.766233766233766,0.779220779220779,0.766233766233766,0.779220779220779
"66",0.772727272727273,0.805194805194805,0.785714285714286,0.779220779220779,0.74025974025974
"67",0.792207792207792,0.772727272727273,0.766233766233766,0.753246753246753,0.766233766233766
"68",0.746753246753247,0.785714285714286,0.75974025974026,0.753246753246753,0.688311688311688
"69",0.753246753246753,0.75974025974026,0.74025974025974,0.766233766233766,0.714285714285714
"70",0.753246753246753,0.75974025974026,0.75974025974026,0.75974025974026,0.714285714285714
"71",0.818181818181818,0.779220779220779,0.785714285714286,0.798701298701299,0.753246753246753
"72",0.772727272727273,0.753246753246753,0.779220779220779,0.785714285714286,0.707792207792208
"73",0.798701298701299,0.772727272727273,0.785714285714286,0.792207792207792,0.772727272727273
"74",0.785714285714286,0.772727272727273,0.798701298701299,0.75974025974026,0.766233766233766
"75",0.733766233766234,0.74025974025974,0.720779220779221,0.74025974025974,0.766233766233766
"76",0.811688311688312,0.779220779220779,0.818181818181818,0.824675324675325,0.753246753246753
"77",0.798701298701299,0.811688311688312,0.798701298701299,0.811688311688312,0.714285714285714
"78",0.753246753246753,0.75974025974026,0.75974025974026,0.766233766233766,0.701298701298701
"79",0.714285714285714,0.733766233766234,0.727272727272727,0.707792207792208,0.714285714285714
"80",0.785714285714286,0.785714285714286,0.798701298701299,0.766233766233766,0.714285714285714
"81",0.772727272727273,0.753246753246753,0.779220779220779,0.733766233766234,0.733766233766234
"82",0.746753246753247,0.714285714285714,0.75974025974026,0.727272727272727,0.707792207792208
"83",0.766233766233766,0.75974025974026,0.766233766233766,0.75974025974026,0.74025974025974
"84",0.772727272727273,0.779220779220779,0.772727272727273,0.785714285714286,0.701298701298701
"85",0.831168831168831,0.792207792207792,0.792207792207792,0.837662337662338,0.753246753246753
"86",0.694805194805195,0.688311688311688,0.720779220779221,0.714285714285714,0.662337662337662
"87",0.785714285714286,0.766233766233766,0.805194805194805,0.798701298701299,0.753246753246753
"88",0.746753246753247,0.707792207792208,0.727272727272727,0.714285714285714,0.675324675324675
"89",0.805194805194805,0.818181818181818,0.831168831168831,0.811688311688312,0.792207792207792
"90",0.798701298701299,0.766233766233766,0.75974025974026,0.766233766233766,0.772727272727273
"91",0.733766233766234,0.733766233766234,0.733766233766234,0.74025974025974,0.707792207792208
"92",0.75974025974026,0.779220779220779,0.75974025974026,0.772727272727273,0.714285714285714
"93",0.824675324675325,0.792207792207792,0.824675324675325,0.785714285714286,0.727272727272727
"94",0.75974025974026,0.772727272727273,0.798701298701299,0.75974025974026,0.74025974025974
"95",0.831168831168831,0.811688311688312,0.798701298701299,0.818181818181818,0.720779220779221
"96",0.785714285714286,0.727272727272727,0.779220779220779,0.779220779220779,0.707792207792208
"97",0.746753246753247,0.75974025974026,0.766233766233766,0.792207792207792,0.733766233766234
"98",0.785714285714286,0.772727272727273,0.746753246753247,0.772727272727273,0.733766233766234
"99",0.753246753246753,0.798701298701299,0.74025974025974,0.75974025974026,0.701298701298701
"100",0.805194805194805,0.785714285714286,0.824675324675325,0.811688311688312,0.779220779220779
